"entidad";"jurisdiccion";"municipio";"localidad";"consultorios";"camas_censables";"camas_no_censables";"mdc_gral_esp_odon";"per_medico_en_adiestramiento";"medicos_en_otras_act";"per_de_enfermeria_en_contacto_c_paciente";"per_de_enfermerica_en_otras_labores";"otro_per_prof";"per_tec";"otro_per"
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";1;0;0;2;0;0;2;0;0;1;0
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";2;0;0;4;0;1;2;0;2;0;0
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";8;0;0;16;0;0;19;0;1;6;16
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";12;0;0;21;0;3;31;7;9;7;21
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"VILLA MILPA ALTA";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"VILLA MILPA ALTA";3;0;0;3;0;0;7;0;0;1;2
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"VILLA MILPA ALTA";2;0;0;3;0;0;6;0;0;1;0
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN BARTOLOME XICOMULCO";4;0;0;5;0;0;8;0;1;1;2
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN FRANCISCO TECOXPA";2;0;0;3;0;0;6;0;1;0;0
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN LORENZO TLACOYUCAN";4;0;0;5;0;0;6;0;0;1;3
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN PABLO OZTOTEPEC";11;0;0;14;5;2;35;1;10;5;10
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN PEDRO ATOCPAN";5;0;0;11;0;3;22;2;2;4;13
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SANTA ANA TLACOTENCO";5;0;0;11;3;2;24;2;2;4;7
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN SALVADOR CUAUHTENCO";6;0;0;11;1;1;22;1;2;1;8
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"SAN ANTONIO TECOMITL";11;0;0;15;9;3;39;3;5;12;14
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";2;0;0;3;0;0;1;0;1;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";5;0;0;8;0;1;3;1;2;0;6
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";3;0;0;1;0;0;4;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";3;0;0;4;0;0;3;0;1;0;1
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;2;0;0;1;0;0;1;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;1;0;0;1;0;1;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";6;0;0;11;0;4;9;9;1;8;15
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";9;0;0;13;0;4;21;3;3;4;18
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";7;0;0;12;0;3;17;1;4;8;13
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";9;0;0;12;0;4;16;4;7;2;18
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";11;0;0;26;0;5;23;2;7;10;24
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";10;0;0;17;0;4;19;2;2;8;24
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";1;0;0;7;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";5;0;0;10;1;1;9;4;7;3;12
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";3;0;0;4;0;0;4;0;1;1;4
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"SANTA CATARINA YECAHUITZOTL";10;0;0;15;1;1;10;3;6;2;13
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";4;0;0;7;0;2;12;1;4;2;10
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";9;0;1;11;0;1;24;0;6;2;15
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";9;0;0;1;1;0;23;5;9;2;18
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";6;0;0;7;0;3;21;2;3;5;11
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"SAN JUAN IXTAYOPAN";7;0;0;14;1;2;22;1;4;2;12
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";9;0;0;15;1;2;20;2;10;5;17
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";10;0;0;11;0;1;18;1;4;1;16
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;3;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";4;0;0;4;2;4;8;3;5;3;5
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;2;0;0;3;0;0;2;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"PARRES (EL GUARDA)";2;0;0;3;0;0;3;0;1;0;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";2;0;0;2;0;0;2;0;0;1;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";3;0;0;3;1;0;3;0;0;1;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";2;0;0;2;0;0;3;0;0;0;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";3;0;0;1;0;0;2;0;0;1;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";2;0;0;3;1;0;3;0;2;0;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";4;0;0;3;2;0;2;0;0;0;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;2;0;0;3;0;1;1;3
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;2;0;0;3;0;0;2;2
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";6;0;0;8;0;3;10;0;3;5;6
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";11;0;0;12;5;0;14;0;9;5;14
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";9;0;0;17;0;3;28;2;9;4;17
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";15;0;0;17;14;2;23;0;7;4;13
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";7;0;0;12;0;4;30;0;8;5;14
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";6;0;0;12;4;0;21;6;5;0;11
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";10;0;0;12;9;3;19;2;3;4;12
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";19;0;0;24;48;7;39;4;9;17;21
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";7;0;0;16;7;1;14;2;4;7;8
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";4;0;3;11;0;1;16;0;2;0;5
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";1;0;0;3;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";1;0;0;1;0;0;3;0;1;0;1
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";2;0;0;3;0;0;3;0;1;0;2
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";1;0;0;1;0;0;2;0;0;1;2
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";8;0;0;5;1;0;5;0;2;1;3
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";7;0;0;8;1;3;14;1;4;3;4
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";5;0;0;9;0;2;22;2;4;3;13
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";11;0;0;9;7;2;26;2;7;6;19
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";6;0;0;7;5;3;28;2;9;4;14
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";14;0;0;27;5;4;48;2;14;9;24
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";10;0;0;19;5;2;27;1;4;14;19
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";10;0;0;11;5;3;29;2;5;6;15
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";1;0;0;8;0;0;0;0;0;0;1
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";1;0;0;4;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";2;0;0;6;0;0;4;0;0;1;1
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";20;0;0;35;10;4;36;5;8;16;29
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";22;0;0;49;8;9;50;5;22;16;39
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";21;0;0;23;0;3;14;6;10;9;28
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";15;0;0;13;3;3;8;16;9;6;17
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";14;0;0;19;7;5;14;5;11;4;18
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";28;0;2;46;4;2;32;3;39;12;66
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";16;0;0;21;6;3;26;1;8;7;24
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";13;0;0;17;5;5;21;13;12;5;30
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";18;0;0;25;28;4;19;2;8;7;50
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;8;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;7;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;38;0;0;0;0;0;7;5
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;4;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";11;0;1;14;5;7;23;14;10;4;24
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";13;0;0;22;8;5;28;3;8;6;29
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";2;0;0;1;0;2;0;0;1;2;1
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";19;0;0;21;8;3;24;3;13;8;33
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";10;0;0;17;8;2;33;2;8;4;27
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";8;0;0;13;9;4;22;3;4;5;26
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";1;0;0;10;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";1;0;0;8;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";1;0;0;7;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";3;0;0;17;0;1;1;0;1;0;2
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";15;0;0;21;8;4;27;2;11;12;23
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";7;0;0;11;3;2;16;1;0;3;16
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";9;0;0;13;4;1;23;1;5;5;15
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";21;0;0;31;18;6;42;3;24;24;27
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";17;0;0;21;13;2;34;2;13;4;22
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;8;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;1;2;0;0;2;0;1;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";2;0;0;2;0;0;2;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;1;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";3;0;0;2;0;0;0;0;1;0;0
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";7;0;0;11;7;4;24;2;4;9;14
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";11;0;0;23;4;2;29;0;11;7;28
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";12;0;0;18;6;1;13;5;5;7;24
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";9;0;0;14;4;18;16;2;4;5;17
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";7;0;6;17;3;2;23;1;3;5;25
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";6;0;0;11;1;2;24;4;1;2;23
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";21;0;0;25;6;1;31;8;9;14;33
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";9;0;0;27;6;4;34;2;14;7;23
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";18;0;0;30;1;0;45;3;11;14;47
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";34;0;10;54;0;8;67;9;12;47;91
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";15;0;0;8;0;1;7;0;15;3;22
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";15;0;0;8;0;2;4;5;14;0;26
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";79;0;0;24;0;3;4;0;60;2;53
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";21;0;0;14;0;0;6;2;26;3;25
"CIUDAD DE MEXICO";"COYOACAN";"COYOACAN";"COYOACAN";1;0;0;7;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";9;0;0;23;3;3;44;2;7;7;20
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";9;0;6;16;2;5;51;4;8;6;27
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";1;0;0;7;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"AZCAPOTZALCO";"AZCAPOTZALCO";"AZCAPOTZALCO";1;0;0;9;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTACALCO";"IZTACALCO";"IZTACALCO";1;0;0;4;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTACALCO";"IZTACALCO";"IZTACALCO";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAJIMALPA";"CUAJIMALPA DE MORELOS";"CUAJIMALPA DE MORELOS";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";1;0;0;10;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";1;0;0;6;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";1;0;0;8;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";1;0;0;5;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;10;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTACALCO";"IZTACALCO";"IZTACALCO";8;0;0;13;1;4;11;1;7;2;13
"CIUDAD DE MEXICO";"COYOACAN";"COYOACAN";"COYOACAN";12;0;0;11;8;3;17;2;5;8;17
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";10;0;0;9;7;1;6;1;5;3;10
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";12;0;0;10;0;5;19;5;6;5;13
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";1;0;0;2;0;0;1;0;1;0;2
"CIUDAD DE MEXICO";"MILPA ALTA";"MILPA ALTA";"VILLA MILPA ALTA";6;0;0;9;3;1;24;0;5;5;7
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;3;0;0;1;0;1;0;3
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";7;0;0;8;0;0;6;1;5;3;3
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";13;0;0;18;9;3;5;0;0;2;11
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";1;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLAHUAC";"TLAHUAC";"TLAHUAC";5;0;0;7;1;3;11;6;3;1;8
"CIUDAD DE MEXICO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";"MIGUEL HIDALGO";9;0;0;11;0;1;10;0;17;1;18
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";5;0;0;8;0;4;11;1;3;4;4
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";0;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";0;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";5;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";3;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;0;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;2;0;0;1;0;0;0;1
"CIUDAD DE MEXICO";"XOCHIMILCO";"XOCHIMILCO";"XOCHIMILCO";8;0;0;7;0;1;3;0;1;0;4
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;3;0;0;2;0;0;1;2
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";6;0;0;8;0;3;5;11;5;3;16
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";3;0;0;4;0;0;0;2;1;0;3
"CIUDAD DE MEXICO";"CUAUHTEMOC";"CUAUHTEMOC";"CUAUHTEMOC";2;0;0;3;0;0;2;0;0;0;1
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";19;0;1;21;4;1;9;0;13;4;22
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";9;0;0;15;0;1;22;1;8;8;10
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;2;0;0;2;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;2;0;0;1;0;0;1;1
"CIUDAD DE MEXICO";"ALVARO OBREGON";"ALVARO OBREGON";"ALVARO OBREGON";1;0;0;1;0;0;1;0;0;0;2
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";2;0;0;2;0;0;2;0;0;0;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";3;0;0;10;0;0;5;0;0;0;3
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";3;0;0;11;0;1;8;0;1;0;1
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";2;0;0;4;0;0;1;0;0;0;0
"CIUDAD DE MEXICO";"BENITO JUAREZ";"BENITO JUAREZ";"BENITO JUAREZ";1;0;0;2;0;0;0;0;0;0;0
"CIUDAD DE MEXICO";"TLALPAN";"TLALPAN";"TLALPAN";3;0;0;6;0;0;5;0;1;0;1
"CIUDAD DE MEXICO";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";"VENUSTIANO CARRANZA";1;0;0;0;0;0;1;0;0;0;0
"CIUDAD DE MEXICO";"IZTAPALAPA";"IZTAPALAPA";"IZTAPALAPA";2;0;0;2;0;0;1;0;0;1;1
"CIUDAD DE MEXICO";"MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";"LA MAGDALENA CONTRERAS";2;0;0;1;0;0;1;0;0;1;1
"CIUDAD DE MEXICO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";"GUSTAVO A. MADERO";1;0;0;6;0;0;0;0;0;0;0
